id;cod_entrada;cod_saida;cliente;descricao;Beneficiamento;Setor;und;Peso;Valor_Unit;
4439;AE020180011;AE020180011;***AETHRA SISTEMAS AUTOMOTIVOS S.A;TUBO INTROD. COMB 2810 CSD (S);ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,000;0,00;
4440;46748561;46748561;***AETHRA SISTEMAS AUTOMOTIVOS S.A;TUBO GARGALO PICK-UP SNT;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,000;0,00;
4441;46441877;46441877;***AETHRA SISTEMAS AUTOMOTIVOS S.A;TUBO GARGALO DES. 46441877;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,000;0,00;
4442;52004835;52004835;***AETHRA SISTEMAS AUTOMOTIVOS S.A;SEDE BOCCHETTONE SERBATOIO COMB;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,000;0,00;
4443;51741946;51741946;***AETHRA SISTEMAS AUTOMOTIVOS S.A;TUBO RESPIRO 2V - ESTANHADO;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,000;0,00;
4444;51875127;51875127;***AETHRA SISTEMAS AUTOMOTIVOS S.A;TUBO RESPIRO PICK-UP - ESTANHADO;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,000;0,00;
4445;52128062;52128062;***AETHRA SISTEMAS AUTOMOTIVOS S.A;TUBO RESPIRO PICK-UP 2810 - ESTANHADO;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,000;0,00;
4446;769810;94543A0;CISER FIXADORES AUTOMOTIVOS SA;PO QD MA 5 CHV 8 BTC;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,002;2,40;
4447;798966;97516A1;CISER FIXADORES AUTOMOTIVOS SA;PACLFLHXL T40 AC 8.8 M7X1X31 RI ZNIB(CO);ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;KG;0,013;7,47;
4448;798122;97194A1;CISER FIXADORES AUTOMOTIVOS SA;PASD AC 8.8 MPOINT M8X1,25X20 RI POL(CO);DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,170;0,68;
4449;20040036;20040036;PROMA BRASIL AUTOMOTIVA LTDA;OP30 ABA MOVEL TRASEIRA INF ESQ;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,000;0,00;
4450;PF0P36039-TSU1;SER200011;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;BUCHA 22.22X16.90X10.00;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,013;0,71;
4451;57201408;57201408;IOCHPE MAXION S/A;SUPORTE DE UNIAO ESTAMPADO LD;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,480;3,76;
4452;57201409;57201409;IOCHPE MAXION S/A;SUPORTE DE UNIAO ESTAMPADO LE;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,480;3,36;
4453;0257.R20000007;0257.R20000007;NUTEP SA INDUSTRIA METALURGICA;PORCA REDONDA RECARTILHADA M8;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,006;4,44;
4454;57201644;57201644;IOCHPE MAXION S/A;SUPORTE GUIA DE ACOPLACAO ESTAMPADO;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,320;0,83;
4455;57201645;57201645;IOCHPE MAXION S/A;SUPORTE GUIA DE ACOPLACAO ESTAMPADO;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,320;0,83;
4456;PF0P47057-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;10-32 UNF-2AX27 SEXT;OLEAR - RM;RM - DECAPAR;KG;0,005;0,39;
4457;0174.R11013500;0174.R11013500;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA DE SOLDA M6;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,009;0,00;
4458;796323;96903A1;CISER FIXADORES AUTOMOTIVOS SA;PI SD IND PL AC 8.8 M6X1.0X20;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,003;2,15;
4460;1063;1063;USIPAR USINAGEM E PARAFUSOS LTDA;GANCHO FORJADO;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;PC;0,529;2,61;
4461;796357;96907A0;CISER FIXADORES AUTOMOTIVOS SA;PO SX SD CL9 M6X1,0 CHV 13 H7,5;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,008;2,40;
4462;PF0P47133-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0.8X13 CH TORX PLUS INT TRAV;ZN FERRO PRETO + SELANTE - RA2;ROTATIVO II;KG;0,002;7,36;
4464;2197020002;2197020002;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;SUPPORTO REAZIONE STRAT 6.07.178.0008;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,401;0,81;
4465;2197020001;2197020001;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;SUPPORTO REAZIONE STRAT 03.058.327.00;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,385;0,81;
4467;57200292;57200292;IOCHPE MAXION S/A;SUPORTE DOS PEDAIS  HELLA;FOSFATO DE ZINCO OLEADO;FOSFATO;PC;1,288;3,08;
4468;799058;97535A1;CISER FIXADORES AUTOMOTIVOS SA;PA CL SI5 AR AC 8.8 M6X1X18 RI ZNIB;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;KG;0,006;6,25;
4470;2R2.831.331E;2R2.831.331;FLAMMA AUTOMOTIVA SA;REFORCO DA DOBRADICA LE/LD;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;1,557;6,17;
4473;25491004;25491004;IOCHPE MAXION S/A;SUPORTE APOIO INST H60A;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,145;0,38;
4474;081C0343USD;081C0343USD;SADA SIDERURGICA LTDA VZP;CALCO 149.013 AC;ZN IRIDESCENTE TRIVALENTE - EA2;ESTACIONARIO I;PC;0,368;0,56;
4475;714455;97551A1;CISER FIXADORES AUTOMOTIVOS SA;PO CL AC M12X1,25 H-=36 ZB (CO);ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,094;2,14;
4476;HDB060;55198247;DAYCO POWER TRANSMISSION LTDA. -1;WUM62 POLIA COND BALANCEADA-1;ZN IRIDESCENTE TRIVALENTE + SELANTE - EA2;ESTACIONARIO I;PC;1,793;4,01;
4478;796340;96909A1;CISER FIXADORES AUTOMOTIVOS SA;PA PN PH AC AA 4,8X13 RI ZIT (CO);ZN IRIDESCENTE TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,003;3,10;
4479;0169.R11003500;0169.R11003500;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA PROJEÇÃO DE SOLDA;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,004;0,00;
4480;YKT110;YKT110;S RIKO AUTOMOTIVE HOSE DO BRASIL LTDA;MASSA ACUSTICA D56X33;ZN IRIDESCENTE TRIVALENTE + SELANTE - RA1;ROTATIVO I;PC;0,000;0,00;
4481;57210594;57200575;IOCHPE MAXION S/A;LEVA COMANDO CAMBIO SOLDADO;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;PC;0,066;1,39;
4482;ARRC40270;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ARRUELA LISA 3.6X13.0X1.1;COBREAGEM - RM;RM - COBRE;KG;0,001;1,80;
4483;PF0P47132-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;DELTA PT 60 2.14X24 SX ARR ZINCO;ZN INCOLOR TRIVALENTE + DSH - RA1;ROTATIVO I;KG;0,007;1,95;
4484;PF0P47060-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;10-32UNF-2A X 14 SEXT;OLEAR - RM;RM - DECAPAR;KG;0,003;0,84;
4486;0198.R03005400;0198.R03005400;NUTEP SA INDUSTRIA METALURGICA;PORCA SX C/ INSERTO DE NYLON M4;COMPLEMENTO ZN + PASS. IRIDESCENTE + SELANTE - RA1;ROTATIVO I;KG;0,001;0,00;
4487;V4044450C;V40444500;DN AUTOMOTIVOS BRASIL LTDA;BUCHA DIANTEIRO PT1;ZN IRIDESCENTE TRIVALENTE - EA2;ESTACIONARIO I;PC;0,260;0,00;
4492;714336;97581A1;CISER FIXADORES AUTOMOTIVOS SA;PA SD PJ CIR AC 8.8 M6X1X16;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,005;2,40;
4493;714330;97579A1;CISER FIXADORES AUTOMOTIVOS SA;PA SD CIR AC 8.8 M6X1X20 RI;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,007;2,40;
4495;0091.R31000000;0091.R31000000;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA DE SOLDA M10;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,001;0,00;
4496;51968143;51968143;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;SUP CONEXAO BARRA OP TANDEM;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;1,749;3,04;
4497;52031497;52031497;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;SUPORTE GANCHO DE REBOQUE;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,000;0,88;
4498;51965147;51965147;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;BRACKET DX;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;1,157;3,25;
4499;51965055/10;51965055/10;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;DIREITA CARROCERIA CRASH BOX;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;1,231;3,61;
4500;51965057/10;51965057/10;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;PROTECAO ESQUERDA  CARROCERIA CRASH;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,858;3,61;
4501;714378;72304401;CISER FIXADORES AUTOMOTIVOS SA;PA SD 3PJ ES AC M6X1X35 RI ZNT (CO);ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,010;2,40;
4502;131860;131860;IOCHPE MAXION S/A;SUPORTE DO INTERRUPTOR AFM 178;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,035;0,52;
4503;PF0P36114-TSU2;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M8-1.25X8,0 PO SX FLANGE 10;FOSFATO DE ZINCO OLEADO;FOSFATO;KG;0,007;11,58;
4504;ARRC40192;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;ARRUELA LISA N 454.142;COBREAGEM - RM;RM - COBRE;KG;0,000;141,23;
4505;AE020200032P_EST;AE020200032P;***AETHRA SISTEMAS AUTOMOTIVOS S.A;SUPORTE INT TUBULACOES EST;ESTANHO AÇO - RM;RM - ESTANHO;PC;0,008;0,00;
4506;7588061;75880610;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;REFORÇO DOBR. SUP. DIR.;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,275;1,36;
4507;7588083;75880830;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;REFORÇO DOBR. SUP. ESQ.;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,095;0,55;
4508;7588084;75880840;** AETHRA SISTEMAS AUTOMOTIVOS S.A.;REFORÇO DOBR. INF. ESQ.;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,275;1,16;
4509;PF0P36108-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M8-1,25X23 PORCA CILINDRICA;OLEAR - RM;RM - DECAPAR;KG;0,047;0,90;
4510;713608;97566A0;CISER FIXADORES AUTOMOTIVOS SA;POQDSDAC C.10 M10X10X1,5 CH17 H=10 DEOL(C;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,140;0,68;
4511;57214043;57200571;IOCHPE MAXION S/A;BATENTE DO BANCO LE REBITADO 363;ZN PRETO TRIVALENTE + SELANTE - EA1;ESTACIONARIO I;PC;0,260;1,15;
4514;MMHB0012A;MJHB0001A;S RIKO AUTOMOTIVE HOSE DO BRASIL LTDA;MERCEDES TB DOBRADO C. SUPORTE METALIC;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,000;3,71;
4515;AE020200008P_EST;AE020200008P_EST;***AETHRA SISTEMAS AUTOMOTIVOS S.A;SUPORTE INT VALVULA ROV EST;ESTANHO ALUMINIO - RM;RM - ESTANHO;PC;0,001;0,00;
4516;57201845;57201845;IOCHPE MAXION S/A;SUPORTE RETENCAO FREIO LE ESTAMPADO;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,950;0,25;
4518;57201846;57201846;IOCHPE MAXION S/A;SUPORTE RETENCAO FREIO LE ESTAMPADO;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,950;0,25;
4519;0206.S87010000;0206.S87010000;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA C ARRUELA SPL;FOSFATO DE ZINCO OLEADO;FOSFATO;KG;0,002;1,73;
4520;0295.R20000000;0295.R20000000;NUTEP SA INDUSTRIA METALURGICA;PORCA REDONDA DE FLANGE M8;DECAPAR E OLEAR - RM;FOSFATO;KG;0,017;0,00;
4522;798963;97522A1;CISER FIXADORES AUTOMOTIVOS SA;PA CIL HXL T45 AR M8-1,25X30-6G 8.8 RI ZN;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;KG;0,016;7,47;
4523;521918530;521918530;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;TRAVESSA POSTERIOR DO TETO ODM 3410037;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,906;3,00;
4526;AE020200030P_EST;AE020200030P;***AETHRA SISTEMAS AUTOMOTIVOS S.A;SUPORTE INT VALVULA FLVV EST;ESTANHO ALUMINIO - RM;RM - ESTANHO;PC;0,009;0,00;
4527;PA000614;PA000614;MERCOMOLAS INDUSTRIA DE MOLAS EIRELI;MOLA 04-017-MMC-000;FOSFATO DE ZINCO OLEADO;FOSFATO;PC;0,015;0,00;
4528;57201164;57201164;IOCHPE MAXION S/A;GAIOLA ALAVANCA FERIO MAO ESTAMPADA;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,000;0,28;
4529;57201669;57201669;IOCHPE MAXION S/A;GAIOLA ALAVANCA FERIO MAO ESTAMPADA;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,000;0,28;
4531;56960106;56960106;IOCHPE MAXION S/A;EXTENSÃO DA ALAVANCA;DECAPAR E OLEAR - RM;RM - DECAPAR;PC;0,000;0,06;
4532;56966101;56966101;IOCHPE MAXION S/A;REFORÇO DA ALAVANCA;DECAPAR E OLEAR - RM;RM - DECAPAR;PC;0,000;0,50;
4534;56964001;56964001;IOCHPE MAXION S/A;EXTENSAO DA ALAVANCA;DECAPAR E OLEAR - RM;RM - DECAPAR;PC;0,000;0,19;
4535;PF0P47110-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.00X14.0 SX FLANGE 88 ZN;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,008;2,04;
4536;40;40;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE FLANGE M12;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,020;0,00;
4538;AE020200031P_EST;AE020200031P;***AETHRA SISTEMAS AUTOMOTIVOS S.A;SUPORTE INT LIQUID TRAP EST;ESTANHO ALUMINIO - RM;RM - ESTANHO;PC;0,009;0,00;
4540;PF0P60533-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.0X25(6G)SX FL ZINCO;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,011;1,39;
4542;52127133E;52127133;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;REFORCO ANTERIOR PONTEIRA DIR;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;1,520;11,46;
4543;52127140E;52127140;* AETHRA SISTEMAS AUTOMOTIVOS S.A.;REFORCO ANTERIOR PONTEIRA ESQ;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;1,520;11,46;
4544;57301004;57301004;IOCHPE MAXION S/A;SUPORTE APOIO INST DR ESTAMPADO;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,500;2,22;
4545;797619;97103A1;CISER FIXADORES AUTOMOTIVOS SA;PASD 3PJ ES M6X1X18 RI ZIT (CO);ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,050;2,40;
4546;714725;1A00306500;CISER FIXADORES AUTOMOTIVOS SA;NBTC5R12GAB46-HUCK-LOCKBOLTS-COLLAR;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,050;2,14;
4547;PF0P67073-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M8-1,25X30,0 CILIN SOLDA 88 ZN;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,014;1,73;
4548;50194391310;50194391310;IOCHPE MAXION S/A;PARAFUSO SDPR M6X1X25 R50 SD STAB;DECAPAR E OLEAR - RM;RM - DECAPAR;PC;0,070;0,19;
4549;0206.S87011105;0206.S87011105;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA C ARRUELA SPL;FOSFATO DE ZINCO OLEADO;FOSFATO;KG;0,002;0,00;
4550;799576;97554A1;CISER FIXADORES AUTOMOTIVOS SA;PA SD 3PJES AC 8.8 M6X1X11,5 RI ZNIB(CO);ZN NIQUEL SEM PASSIVAÇÃO - RA2;ROTATIVO II;KG;0,005;6,23;
4551;529257;529257;USIMETAL INDUSTRIAL LTDA.;ASTINE;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,012;0,00;
4552;V40508100;V40508100;DN AUTOMOTIVOS BRASIL LTDA;SUPORTE ESTR. SUPERIOR 5980;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,490;0,42;
4553;57201387-10;57201387-10;IOCHPE MAXION S/A;SUPORTE SUSPENSAO ESTAMPADO LE OP10;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,000;0,00;
4554;000000000057201862-10;57201862-10;IOCHPE MAXION S/A;SUPORTE SUSPENSAO ESTAMPADO LD EST O;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,000;0,00;
4555;57201387;57201387;IOCHPE MAXION S/A;SUPORTE SUSPENSAO ESTAMPADO LE;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,000;3,60;
4556;52005401;52005401;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;TRAVESSA POSTERIOR DO TETO;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,000;3,00;
4557;061.03.0060;061.03.0060;OMR COMPONENTES AUTOMOTIVOS LTDA;*5ZO.422.407.A CALÇO VW BRUTO;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,369;2,76;
4558;57201386;57201386;IOCHPE MAXION S/A;SUPORTE SUSPENSAO ESTAMPADO LD;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,000;3,60;
4559;0215.R05000002;0215.R05000002;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXT. DE FLANGE C TORQUE M5;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,003;4,16;
4560;AF1.412311.9XXT;AF1.412311.9XXT;SODECIA MINAS GERAIS IND. DE COMP AUTOM LTDA;PINO TUCKER 5X16 TAB 10456;COBREAGEM - RM;RM - COBRE;PC;0,002;0,01;
4561;31.950.064;31.950.064;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;TUBO DE ENTREGA 5801753572;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,259;4,31;
4562;798154;97200A3;CISER FIXADORES AUTOMOTIVOS SA;PASD 3PJOB AC 8.8 M12X1,5X40 RIOL (CO);DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,045;0,68;
4563;31.950.060;31.950.060;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;TUBO DE ENTREGA 5802407189;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,122;2,03;
4564;31.950.059;31.950.059;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;TUBO DE ENTREGA 5802407190;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,113;0,00;
4565;31.950.062;31.950.062;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;TUBO DE ENTREGA 5802520393;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,199;3,32;
4566;31.950.058;31.950.058;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;TUBO DE ENTREGA 5802575524;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,356;5,93;
4567;57201862;57201862;IOCHPE MAXION S/A;SUPORTE SUSPENSAO TRAS. LD ESTAMPADO;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,000;3,60;
4568;28.950.102;28.950.102;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;ANILHA AÇO TEMPERADO 15MM;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,005;0,00;
4569;66.950.061;66.950.061;EUROAR TECNOLOGIA AUTOMOTIVA LTDA.;PORCA AÇO ZB M22X1,5 P/TUBO 15MM;ZN NIQUEL INCOLOR + SELANTE - RA2;ROTATIVO II;PC;0,040;0,00;
4570;798168;97201A2;CISER FIXADORES AUTOMOTIVOS SA;PASD 3PJOB AC 10.9 M12-1.50X35 RIOL (CO);DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,042;0,68;
4571;791136;1A00412700;CISER FIXADORES AUTOMOTIVOS SA;PI BT BR12-6 AC 3/8X1.7/16 ZB (CO);ZINCO INCOLOR TRIV + DSH + SELANTE + OLEO - RA1;ROTATIVO I;KG;0,027;2,30;
4574;2097010025;2097010025;CICLOPE COMPONENTES AUTOMOTIVOS LTDA;LEVA ESTAMPADA 009 S TRAT 6-07-178-00;COBREAGEM - RM;RM - COBRE;PC;0,016;0,16;
4575;107;107;NUTEP SA INDUSTRIA METALURGICA;PORCA QUADRADA DE SOLDA M8;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,010;0,00;
4576;PF0P43912-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M5-0.8X20(6G) PAN TORX 88 ARR ZN;ZN NIQUEL PRETO + SELANTE - RA2;ROTATIVO II;KG;0,005;6,64;
4577;192A8699P1P;192A8699P1P;ABB ELETRIFICACAO LTDA;TERMINAL;ZN INCOLOR TRIVALENTE - RA1;ROTATIVO I;KG;0,172;5,14;
4578;PF0P47118-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M6-1.00X25.0 CIL PROJ SOLDA 88 OL;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,007;0,87;
4579;776716;95346A1;CISER FIXADORES AUTOMOTIVOS SA;HA RO 10.9 M12X122 3H 6G ZB;ZN IRIDESCENTE TRIVALENTE + DSH + TORQUE - RA1;ROTATIVO I;KG;0,089;2,67;
4580;HDB070;55181230;DAYCO POWER TRANSMISSION LTDA. -1;POLIA COND. BALANCEA;ZN IRIDESCENTE TRIVALENTE + SELANTE - EA2;ESTACIONARIO I;PC;1,408;0,00;
4581;0215.R05005300;0215.R05005300;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXT. DE FLANGE C TORQUE M5;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;KG;0,003;0,00;
4582;293;293;NUTEP SA INDUSTRIA METALURGICA;PORCA REDONDA DE FLANGE C/ SOLDA M8;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,017;0,00;
4583;PF0P36112-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M14-1.50X17.0 PO SX FLANGE 10 NYC;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,046;0,88;
4584;52018439;52018439;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;BRACO SUP ANTERIOR DIREITA;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;1,151;3,45;
4585;52018434;52018434;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;BRACO SUP ANTERIOR ESQUERDA;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,000;3,45;
4586;301.58.0041;301.58.0041;OMR COMPONENTES AUTOMOTIVOS LTDA;**5ZO.422.407.A CALÇO VW 5ZO.422.407;ZN IRIDESCENTE TRIVALENTE - EA1;ESTACIONARIO I;PC;0,369;2,76;
4587;51961400;51961400;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;REFORCO TLC DIREITO (ACO);ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,492;1,93;
4588;999004;999004;USIMETAL INDUSTRIAL LTDA.;GENERICO 749001/649011 - PINO RIBALTINA;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,017;0,10;
4589;999005;999005;USIMETAL INDUSTRIAL LTDA.;GENERICO - 519001/719001;ZN IRIDESCENTE TRIVALENTE - RA1;ROTATIVO I;PC;0,008;0,04;
4590;HDB080;55181233;DAYCO POWER TRANSMISSION LTDA. -1;POLIA COND BALANCEADA;ZN IRIDESCENTE TRIVALENTE + SELANTE - EA2;ESTACIONARIO I;PC;1,721;2,43;
4591;566B761P7;566B761P7;ABB ELETRIFICACAO LTDA;COMPONENTE DE DISJ. RESID. ESTAMPADO;ESTANHO COBRE - RM;RM - ESTANHO;KG;0,017;8,41;
4592;282;282;NUTEP SA INDUSTRIA METALURGICA;PORCA SEXTAVADA DE FLANGE S/ ROSCA;ZN INCOLOR TRIVALENTE + SELANTE - RA1;ROTATIVO I;KG;0,012;4,44;
4593;PF0P42391-TSU1;SER000281;ACUMENT BRASIL SISTEMAS DE FIXAÇÃO LTDA;M4-0.7X15.0(6G) CIL R50 SD STAB;DECAPAR E OLEAR - RM;RM - DECAPAR;KG;0,002;0,90;
4594;671461058;671461058;IOCHPE MAXION S/A;REFORÇO TRASEIRO ESTAMPADO;DECAPAR/OLEAR - FOSFATO;FOSFATO;PC;0,072;0,22;
4595;519847720;519847720;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;PLACA DE MOLA DIREITO / ESQUERDO;ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,000;0,00;
4596;51961399;51961399;TIBERINA AUTOMOTIVE MG COMP. MET. P/IND AUTOM LTDA;REFORCO TLC ESQUERDO (ACO);ZN INCOLOR TRIVALENTE - EA1;ESTACIONARIO I;PC;0,492;1,93;
